,Corrective Action,PLC,Model,fault,diagnostic
265,the initialization string in the ts adapter must be modified in the direct operating mode so that it matches the modem.,Siemens,STEP 7,order interrupted ts-adapter transmission error.,initialization string correct form work together modem connected system.
266,exchange the adapter for a ts adapter.,Siemens,STEP 7,order interrupted ts-adapter transmission error.,system t adapter pc adapter modem. t adapter order number 6es7972-0ca3x-0xa0
267,switch off the bus terminator.,Siemens,STEP 7,order interrupted ts-adapter transmission error.,possibly terminator profibus cable system side (teleservice) switched on.
268,add w0 to the initstring in the adapter (this suppresses the sending of extended data),Siemens,STEP 7,order interrupted ts-adapter transmission error.,possible modem sending much information t adapter get connect. (occurs v5 adapters)
269,"in teleservice under options -> settings -> monitoring times, change the value for acknowledgment/signal from automatic to 5000ms / 4000ms.",Siemens,STEP 7,order interrupted ts-adapter transmission error.,"attempt get connected via long telephone route (abroad), might happen feedback message long runtime."
270,check the connection between the (local) pc and modem for both hardware and software/driver faults.,Siemens,STEP 7,"tapi-order closed error ""order failure"".",basically communication (local) pc modem (via serial connection) correct cannot even started.
271,install the appropriate modem driver for this modem. also set this new modem in teleservice under set connection ---> modem (double-click the telephone book entry and then select the modem item).,Siemens,STEP 7,"tapi-order closed error ""order failure"".","window (start --> setting --> control panel --> modems) incorrect (or no) modem driver installed, work conjunction modem connected."
272,set the correct modem driver in the selection list.,Siemens,STEP 7,"tapi-order closed error ""order failure"".",wrong modem driver selected teleservice selection list modem already installed windows.
273,connect the modem to the correct serial interface.,Siemens,STEP 7,"tapi-order closed error ""order failure"".",modem connected serial interface (or wrong one).
274,switch on the modem.,Siemens,STEP 7,"tapi-order closed error ""order failure"".",modem switched off.
275,"the problem can be solved by deleting the file amdbase.log. search in your project path for the log file of the sybase database (amdbase.db). warning: if this file does not exist, then search the project for log or loc files.",Siemens,STEP 7,data basis could started.,"occurs consequence message 256:94 detail 256:24/256:63 executing function ""reorganize"" ""save as… consistency check"". occurs link lost sybase database."
276,"in this event, the name ""ret_val"" must be renamed.
1. from step 7 version v5.2 onwards, users may no longer define the key term ""ret_val"" for the formal parameters. version v5.2 still supported the entry ""ret_val"" in the declaration line in step 7 projects which were created in v5.1 and did not stop the block.
2. however, step 7 version v5.3 no longer supports the name ""ret_val"" in the declaration line, and the behavior described above occurs.",Siemens,STEP 7,least one selected variable cannot inserted point.,"if, processing project step 7 v5.3 created step 7 v5.1 error message described appears lad/stl/fbd editor insert declaration line within fb fc, please check name formal parameter declaration line block question. could due fact name ""ret_val"" assigned formal parameter (in, out, in_out, stat temp variable)."
277,upgrade step 7 to v5.x or deinstall protool and install v4.02 of protool,Siemens,STEP 7,om td/op: data basis conflict version file: c:\[step7-pfad]\[projektname]\s7tdop.dbf version 50000. program expected version 10000.,version step 7 protool incompatible project. step 7 v4.02.x protool v5.
278,"select an object (subrack, module, interface module...) from the hardware catalog, which you can slot in the required location.",Siemens,STEP 7,unable insert object.,tried slot object available (e.g. header object group module class).
279,"the following steps permit you to process the object:
1. save the changes made in all other applications and make sure that no other user is currently processing this object.
2. make sure that there is sufficient virtual memory on your computer, see in this case the informations of the readme file of step 7 by 3.2 memory requirements.",Siemens,STEP 7,change cannot made. save change application,error message indicates access object possible moment object could blocked. error message various causes: 1. object currently processed another application user therefore blocked. 2. insufficient memory available.
280,deleted all the unnecessary files on the hard disk.,Siemens,STEP 7,creating configuration data failed.,hard disk full.
281,"remove the write-protection from the folder ""...siemens\step7\s7tmp"" or create the folder.",Siemens,STEP 7,creating configuration data failed.,"folder ""...siemens\step7\s7tmp"" available folder write- protected."
282,create s7 program or m7 program container.,Siemens,STEP 7,creating configuration data failed.,s7 program m7 program container missing.
283,"use ""save as... with reorganization""",Siemens,STEP 7,creating configuration data failed.,defective project?
284,reinstall step 7.,Siemens,STEP 7,creating configuration data failed.,compilation (= creation configuration data) interrupted.
285,check the subnet addresses and make appropriate corrections in the case of identical subnet addresses.,Siemens,STEP 7,error attempting generate configuration data. message refers v2-projects save reorganization.,subnet address different network identical.
286,"use ""save as... with reorganization"" for the project. please see also the instruction by the error message 256:92.",Siemens,STEP 7,change made station.,module inserted hw config.
287,you can remove the block by closing the station and re-opening it. this makes the changes of the other application effective.,Siemens,STEP 7,another application made change station. close station re-open it.,"another s7 application changed, example, via network, station currently processed. changed object (subrack, modules, slaves, etc.) longer displayed. station blocked processing."
288,"please press the ""details"" button and analyze the detailed messages.",Siemens,STEP 7,error programming error diagnostic data <name variable>.,"group message, behind detailed message listed occurred last function executed."
289,cleared with k4.01.2.,Siemens,STEP 7,start application occurred error.,message appears opening higraph source. following software constellation: step 7 v5.0 + sp 3 s7-higraph v4.01.1 s7 project created s7-higraph v5.x
290,please select another address or connect your user to another subnetwork.,Siemens,STEP 7,address correct.,selected user address already occupied.
291,"open and edit the file: enter '187.5_supp =1' instead of '187,5_supp =1'.
execute options -> update catalog.",Siemens,STEP 7,"bit rate 187,5 kbit/s modul mbk-p supported station simatic 400(1).","step7 v5+sp3 higher baud rate must written comma, e.g. 187,5_supp =1"
292,"in order to be able to open your project, please connect the share (without the domain name) via
\\<servername>\<share> (example: \\computer\share).",Siemens,STEP 7,"file name entered valid, project invalid, attempt open project.","message appears stored project network drive connected following path via internet explorer logon script: \\<servername>.<dns-suffix>\<share> \\<ip address>\<share>. however, path cannot found since network connection stored symbolically registry."
293,"with wincc or wincc flexible will be started a sql server which should be stopped. you will find this in the task bar. you will also find here icons of wincc flexible, which are mini web or smart server. if you will stop these applications the archiving should be possible again. if not, then start the task manager and check in the process list whether the process ""hmies.exe"" is active. if you delete this process, then the archiving should be possible again.",Siemens,STEP 7,project opened archived. make sure non step 7 application object project ... opened directory c:...,"reason error message blocked files, also blocked though window editor project closed. possible program active last access archived project. souch program always see user window."
294,dearchive using the archiving program with which the archive was created.,Siemens,STEP 7,unable retrieve project. archive file might defective.,"archive file created pkzip. particular archive created winzip ""pkzip windows"" include ""long file names"" lead error."
295,"if you are using an old version of pkunzip, then install the latest version.",Siemens,STEP 7,unable retrieve project. archive file might defective.,archive file created version pkzip newer version pkunzip installed computer.
296,"try to get a good copy of your archive file. if this is not possible, you can try to save what is possible to save using the repair option of pkzip.
1. start the ms-dos prompt and enter the command 'pkzipfix archiv'. a file is created called pkfixed.zip - if pkzipfix can even identify the file as being zip-compatible. from the simatic manager dearchive the file pkfixed.zip instead of your original archive file.",Siemens,STEP 7,unable retrieve project. archive file might defective.,archive file damaged.
297,remove the write-protection or obtain write authorization for the network drive or dearchive the project into a different directory.,Siemens,STEP 7,unable retrieve project. archive file might defective.,"data medium directory dearchived project stored write-protected, write authorization network drive."
298,"1. delete all sfbs. open and save the fbs, fcs and obs, which fetches the sfbs from the current library.
2. now compile the blocks of the s7 program again with s7-diag, which should solve the problem.",Siemens,STEP 7,fb available instance declaration missing,"compilation s7-pdiag mentioned error message, probably case s7-pdiag block also copied another step 7 copying procedure. permissible, associated sfbs longer date."
299,make the check block consistency and compile the complete step 7 program.,Siemens,STEP 7,fb available instance declaration missing,"compilation s7-pdiag mentioned error message, probably case s7-pdiag block also copied another step 7 copying procedure. permissible, associated sfbs longer date."
300,"excerpt of the online help of s7-pdiag:
""this associated value can have a parameter of the type bool, byte, char, word, int, dword, dint or real from the e, a, m or db areas. likewise you can enter local variables of an fb to which an error definition is attached. these are extended upon generation according to the type instance concept.",Siemens,STEP 7,"invalid data type..."",",error message probably caused associated value invalid data type. please also refer information online help s7-diag concerning data type valid associated values.
301,install step 7 again.,Siemens,STEP 7,registry database set correctly simatic manager.,installation faulty.
302,an attempt was made to copy or move an object from a version v3 project or from a version v3 library into a version v2 project or library. this is not possible because of incompatibility.,Siemens,STEP 7,object copied moved projects/libraries current version projects/libraries version 2.x.,"step 7 downward compatibility, data management v2 >v3 same, block created step 7 v3 higher cannot copied moved v2.x project ."
303,remove the write-protection if you want to modify objects in this project. please see the instruction by error message 256:92.,Siemens,STEP 7,project library '%1' write- protected medium.,project either located write-protected floppy disk write authorization drive.
304,release higher-level catalog of the project  (e.g. step7\s7proj) for access via network drive.,Siemens,STEP 7,project library '%1' write- protected medium.,project catalog released window explorer read/write access.
305,please install the internet explorer v4.0 and then reinstall step 7.,Siemens,STEP 7,internet explorer installed pc.,step 7 v5 installed without internet explorer trying start online help.
306,reinstall step 7.,Siemens,STEP 7,internet explorer installed pc.,online help started internet explorer installed installation step 7.
307,"check your interface to the user block.
if your user program contains standard blocks with default symbolic, then please delete these sfbs and sfcs and reinsert them from the library. this corrects the interface of these blocks.",Siemens,STEP 7,diagnostic block could created.,standard block program originate plc library. project created per upload plc earlier version step 7 standard block copied plc offline program.
308,"you can regenerate the fb49 and db49 in the hardware-configuration as follows:
1. highlight the cpu with the cursor. under ""extras > reporting system errors... > register: general"", you can now newly generate the diagnostics- fb and the diagnostics-db. finally, save and translate the hardware configuration once more.
2. you can also newly generate the diagnostics-fb and the diagnostics-db by means of ""save and translate"" if you change the following setting: under ""station > properties ... > register: settings"" the option ""calling when saving and translating"" has to be activated.",Siemens,STEP 7,reporting system error: internal error ocurred,internal error occurs reference data regenerated.
309,"if it is not possible to compile the hardware configuration after this message, so make a little change in the hardware configuration. after it is possible again to save and compile.",Siemens,STEP 7,inconsistent hardware configuration,hardware configuration either inconsistent made changing still save compiled.
310,upgrade the firmware of fm.,Siemens,STEP 7,connection fm355/455.,old firmware fm.
311,you must install the additional authorization for integrating simatic pdm in step 7.,Siemens,STEP 7,authorisation simatic pdm installed. simatic pdm could started.,authorization permitting integrate simatic pdm step 7 missing. authorization option authorization installed addition basic authorization simatic pdm.
312,make a reset of the cpu modul and load the hardware configuration of the offline project again.,Siemens,STEP 7,system error 33,meesage appears upload hardware configuration. possible load sdbs complete incorrect.
313,"step7 has to be reinstalled or the missing "".err"" files have to be copied from a different computer in order to be able to translate the hardware configuration again.",Siemens,STEP 7,"error occured creating interpreting system sdb's. "". error creating systemdata. "".","regarding mentioned message occur saving translating hw config following applies: 1. projected assigned cp subnet hardware configuration. 2. file extension .""err"" deleted optimization program - like e.g. tuneup."
314,in the hw config increase the setting for the communications load for thecpu.,Siemens,STEP 7,error protokol,job jam cpu.
315,monitor values with vat and wait for new cpus.,Siemens,STEP 7,error notice module status cpu400.,"pqw monitored. cannot read back pqws, cpu report error."
316,acknowledge the message and reduce the frequency of control jobs.,Siemens,STEP 7,error data: reference order available.,"controlling using variable monitoring might happen many control job sent cpu, rejected cpu buffer full."
317,increase the communications load of the cpu from (default) 20% to 50%.,Siemens,STEP 7,time limit exceeded process operating.,communication load high.
318,"please check the syntax of the address in the vat, or whether the address is available in the system or perhaps not addressable (wiring fault, hardware fault).",Siemens,STEP 7,time limit exceeded process operating.,"message appears function ""control via vat"" address memory area i, o, m, timer, counter, db, available broadest sense."
319,close the variable table and retransfer the system data.,Siemens,STEP 7,error rule coordinating occured.,"attempting load system data, background variable table still open online."
320,"if possible, rename the ob or even delete it in the offline database and retrigger the transfer.",Siemens,STEP 7,ob copied belong layer available.,"message come cpu. attempt made transfer ob onto cpu, permissible."
321,"deactivate the setting ""call path with test/call environment"", then the block can be downloaded.",Siemens,STEP 7,error rule coordinating occured.,occurs block overwritten online still accessed. v4.01 block call environment.
322,close everything except hw config.,Siemens,STEP 7,error rule coordinating occured.,occurs object accessed online (also vat).
323,delete this file and the file vcf132.ocx and reinstall step 7.,Siemens,STEP 7,error opening empty document. error opening symbolic table.,incompatible opc manager installed. system path window vcf1.lic responsible this.
324,"start setup with the extension  ol:b, then the setup is forced to start in english.",Siemens,STEP 7,"setup start error message: function ""sdbitmap"":unable crate dialog make sure _isres.dll _setup.lib",_isres.dll needed switching languages.
325,"example, this message appears if the number of outputs is 8192 byte by the cpu and you have defined a variable outside of this range. check the addresses with the definition of your variables.",Siemens,STEP 7,error compilation modul s7-300. module ob1 could copied.,"message appears, defined variable (marker, in- output) module power range cpu."
326,check the connections and reduce where appropriate. static connections can be converted into dynamic connections.,Siemens,STEP 7,requested information available.,number possible connection exceeded.
327,upgrade cp 443-5 to a version >v2.7.,Siemens,STEP 7,protocol communication software (s7dos) interface module (cp) compatible.,customer step 7 v5+sp1 + recent pdm cp 443-5 ext > v2.7. new rpc 7 protocol used data record routing cp s7dos. unfortunately cp version v2.7 support function.
328,check the configuration and replace the cp being used with a different cp that has this function.,Siemens,STEP 7,protocol communication software (s7dos) interface module (cp) compatible.,"user using correct component step 7 v5 + sp2 + pdm, cp dsgw."
329,this behavior no longer occurs in softnet profibus s7 v5.0.,Siemens,STEP 7,"error message diagnostic: ""profibus/mpi network diagnostic"". error: requested parameter could read register data basis!",firmware/driver error
330,please close all s7 applications and restart setup.,Siemens,STEP 7,incompatible versionen s7otbldx.dll s7otblsx.dll.,s7 application still running setup step 7.
331,"please search for ""s7ot*.*"" on all your local drives and delete them. then please restart the setup of step 7.",Siemens,STEP 7,incompatible versionen s7otbldx.dll s7otblsx.dll.,step 7 installed computer s7 option package version protool /win cc already installed compatible version step 7.
332,execute the power-up handler.,Allen Bradely,Studio 5000 Logix Designer,major fault t01:c01 - power-up fault: power lost restored run mode.,controller powered run mode.
333,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,minor fault t01:c02 - power-up fault: ac power loss detected. chassis active dc power cannot maintained.,ac power loss detected. chassis active dc power cannot maintained.
334,"remove the power supply from the 1768 compactbus and cycle power to the system.
replace the power supply.",Allen Bradely,Studio 5000 Logix Designer,minor fault t01:c15 - power-up fault: i/o power fault detected.,1769 power supply connected directly controller’s 1768 compactbus invalid configuration. 1768 power supply provides power controller failed.
335,reconfigure the number of communication modules on the 1768 bus side of the controller,Allen Bradely,Studio 5000 Logix Designer,major fault t01:c16 - power-up fault: i/o communication configuration fault detected.,i/o communication configuration fault detected. (compactlogix™ 1768-l4x controller only.)
336,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,minor fault t01:c29 - power-up fault: voltage exceeded operating limits.,voltage exceeded operating limits.
337,"for controllers that use a battery, replace the battery.
for controllers that use an esm (energy storage module):
• allow the esm to charge fully before powering down the controller.
• replace the esm if the esm is removable, or replace the controller if the esm is not removable.
",Allen Bradely,Studio 5000 Logix Designer,major fault t01:c40 - power-up fault: energy storage module/battery failed power down.,"controller us battery, battery contain enough charge save user program power-down. controller us esm (energy storage module), esm contain enough charge save user program power-down."
338,"1. clear the fault.
2. download the project.
3. change to remote run or run mode.",Allen Bradely,Studio 5000 Logix Designer,major fault t01:c60 - power-up fault: non-recoverable fault.,"controller memory card installed, controller: - detected nonrecoverable fault. - cleared project memory."
339,"1. clear the fault.
2. download the project.
3. change to remote run or run mode.",Allen Bradely,Studio 5000 Logix Designer,major fault t01:c61 - power-up fault: non-recoverable fault saved diagnostic information.,"controller memory card installed, controller: • detected nonrecoverable fault. • wrote diagnostic information memory card. • cleared project memory."
340,"1. clear the fault.
2. download the project.
3. change to remote run or run mode.
if the fault persists, contact rockwell automation support.",Allen Bradely,Studio 5000 Logix Designer,major fault t01:c62 - power-up fault: non-recoverable fault saved diagnostic information stored user program.,"controller secure digital (sd) card installed, controller: • detected nonrecoverable fault. • wrote diagnostic information memory card."
341,install the end cap.,Allen Bradely,Studio 5000 Logix Designer,minor fault t3:c0 - i/o fault: compact i/o end cap missing.,compact i/o™ end cap missing.
342,"complete these steps to identify the source of the bus off fault:
1.  the number of local expansion modules in the project matches the number of modules that are physically installed in the system.
2.  all mounting bases are locked and i/o modules are securely installed on mounting bases.
3. all 1734 point i/o™ modules are configured to use the autobaud rate.",Allen Bradely,Studio 5000 Logix Designer,minor fault t03:c01 - i/o fault: pointbus backplane bus off.,pointbus™ backplane bus condition. connection controller i/o module broken.
343,"verify the following:
• i/o module is in the chassis.
• electronic keying requirements.
• controller properties major fault tab and the module properties connection tab for more information about the fault.",Allen Bradely,Studio 5000 Logix Designer,major fault t03:c16 - i/o fault: i/o module connection failed required module.,required i/o module connection failed.
344,not recoverable. replace the chassis.,Allen Bradely,Studio 5000 Logix Designer,major fault t03:c20 - i/o fault: unable read controlbus™ chassis information. chassis may bad.,possible fault chassis.
345,not recoverable. replace the chassis.,Allen Bradely,Studio 5000 Logix Designer,major fault t03:c21 - i/o fault: unable read controlbus chassis information. chassis may bad.,possible fault chassis.
346,wait for the controller i/o light to turn green before changing to run mode.,Allen Bradely,Studio 5000 Logix Designer,major fault t03:c23 - i/o fault: least one required connection established going run mode.,least one required connection established going run mode.
347,"• make sure that the redundancy module is correctly inserted and connected.
• synchronize the redundancy controllers so that only one controller is in the primary state.",Allen Bradely,Studio 5000 Logix Designer,major fault t03:c32 - i/o fault: controller failed open i/o connection fault-tolerant i/o module partner controller primary state.,controller failed open i/o connection fault-tolerant i/o module partner controller primary state.
348,set the rpi rate of the i/o modules to a higher numerical value. rockwell automation recommends that the compactlogix™ 5370 l2 and compactlogix 5370 l3 control systems do not run with module rpi overlap faults.,Allen Bradely,Studio 5000 Logix Designer,minor fault t03:c94 - i/o fault: module rpi overlap detected.,current rpi update i/o module overlap previous rpi update.
349,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,minor fault t03:c100 - i/o fault: i/o module support data integrity.,i/o module support data integrity.
350,examine the arithmetic operations (order) or adjust the values.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c04 - program fault: arithmetic overflow. result arithmetic instruction range.,result arithmetic operation range.
351,check the instance name.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c05 - program fault: gsv/ssv object address invalid.,"gsv/ssv instruction, specified instance found."
352,check the class name and attribute name.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c06 - program fault: gsv/ssv operand invalid.,"gsv/ssv instruction, either the: • specified class name supported. • specified attribute name valid."
353,fix the destination so it has enough space.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c07 - program fault: gsv/ssv destination tag small hold data.,gsv/ssv destination tag small hold data.
354,remove the unknown instruction. this probably happened due to a program conversion process.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c16 - program fault: unknown instruction encountered.,unknown instruction encountered.
355,adjust the value to be within the valid range. do not exceed the array size or go beyond the dimensions defined.,Allen Bradely,Studio 5000 Logix Designer,"major fault t04:c20 - program fault: array subscript large, control data type po len invalid.",array subscript large control data type .pos .len value invalid.
356,adjust the value so it is > 0.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c21 - program fault: control data type len po le 0.,control structure .len .pos < 0.
357,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c24 - program fault: unknown data type passed subroutine.,unknown data type passed subroutine.
358,verify the ascii configuration settings.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c30 - program fault: ascii instruction failed.,ascii instruction failed. bad parameter passed ascii port.
359,"pass the appropriate number of parameters. if you pass too many parameters, the extra ones are ignored without any error.",Allen Bradely,Studio 5000 Logix Designer,major fault t04:c31 - program fault: jsr ret pas many parameter expected.,parameter jsr instruction match associated sbr ret instruction.
360,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c32 - program fault: routine type supported.,routine type supported.
361,fix the program so that it cannot load a negative value into the timer preset or accumulated value.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c34 - program fault: timer instruction negative value pre acc.,timer instruction negative preset accumulated value.
362,adjust the pid delta time so that it is > 0.,Allen Bradely,Studio 5000 Logix Designer,pid delta time le 0.,pid delta time le zero.
363,adjust the setpoint so that it is within range.,Allen Bradely,Studio 5000 Logix Designer,pid setpoint range target module.,pid setpoint range.
364,correct the jmp target or add the missing label.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c42 - program fault: jmp label exist deleted.,jmp label exist deleted.
365,"1. check that no instruction is writing to the len member of the string tag.
2. in the len value, enter the number of characters that the string contains.",Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c51 - program fault: len value outside data limit.,.len value string tag greater data size string tag.
366,create a string data type that is large enough for the output string. use the new string data type as the data type for the destination.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c52 - program fault: defined string size invalid.,output string larger destination.
367,"either:
• reduce the size of the ascii value.
• use a larger data type for the destination.",Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c53 - program fault: numeric result cannot fit destination.,output number beyond limit destination data type.
368,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c54 - program fault: buffersize value reduced amount data.,buffersize value reduced amount data.
369,legacy. now an unused fault code.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c55 - program fault: serialport control len value incorrect.,serialport control .len value incorrect.
370,"check the following:
• the start value is between 1 and the data size of the source.
• the start value plus the quantity value is less than or equal to the data size of the source.",Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c56 - program fault: invalid start and/or quantity value.,start quantity value invalid.
371,"either:
• change the control line setting of the serial port.
• delete the ahl instruction.",Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c57 - program fault: cannot execute ahl serialport set nohandshaking.,ahl instruction failed execute serial port set handshaking.
372,remove the jump back to the calling sfc.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c82 - program fault: could re-enter executing sfc routine.,sequential function chart (sfc) called subroutine subroutine tried jump back calling sfc. occurs sfc us either jsr instruction call subroutine.
373,adjust the value to be within the valid range. do not exceed the array size or go beyond the dimensions defined.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c83 - program fault: value range.,data tested inside required limits. occurs array subscript used boolean array bit level addressing.
374,reduce the subroutine-nesting levels or the number of parameters passed.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c84 - program fault: stack overflow. stack small perform operation.,stack overflow.
375,use a valid routine type.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c85 - program fault: invalid routine type.,invalid routine type.
376,contact rockwell automation technical support. ,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c86 - program fault: access violation user program.,access violation user program.
377, dll missing or malformed. confirm and adjust.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c87 - program fault: external routine dll load failed. perhaps dll depends missing.,external routine dll load failed.
378,troubleshoot the external routine dll.,Allen Bradely,Studio 5000 Logix Designer,minor fault t04:c88 - program fault: exception external routine dll.,exception external routine dll.
379,correct the sfr target or add the missing step.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c89 - program fault: target step exist specified routine.,"sfr instruction, target routine contain target step."
380,only use the instruction in a safety task.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c90 - program fault: safety instruction occurs outside safety task.,safety instruction occured outside safety task.
381,only use the instruction in an equipment phase program.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c91 - program fault: equipment phase instruction cannot called program.,equipment phase instruction called outside equipment phase program.
382,restructure the project to reduce the subroutine-nesting levels.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c94 - program fault: nesting limit exceeded.,nesting limit exceeded.
383,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c990 - program fault: user-defined fault.,user-defined major fault.
384,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c991 - program fault: user-defined fault.,user-defined major fault.
385,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c992 - program fault: user-defined fault.,user-defined major fault.
386,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c993 - program fault: user-defined fault.,user-defined major fault.
387,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c994 - program fault: user-defined fault.,user-defined major fault.
388,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c995 - program fault: user-defined fault.,user-defined major fault.
389,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c996 - program fault: user-defined fault.,user-defined major fault.
390,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c997 - program fault: user-defined fault.,user-defined major fault.
391,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c998 - program fault: user-defined fault.,user-defined major fault.
392,user-defined action.,Allen Bradely,Studio 5000 Logix Designer,major fault t04:c999 - program fault: user-defined fault.,user-defined major fault.
393,"take one or more of these steps:
•  increase the task watchdog.
• shorten the execution time.
• make the priority of this task higher.
• simplify higher priority tasks.
• move some code to another controller.",Allen Bradely,Studio 5000 Logix Designer,"major fault t06:c01 - watchdog fault: task watchdog expired. may caused infinite loop, complex program, higher priority task.","user task completed specified period. program error caused infinite loop, program complex run quickly specified, higher priority task keeping task finishing."
394,"make changes, such as simplify programs, lengthen the period, or raise the relative priority.",Allen Bradely,Studio 5000 Logix Designer,minor fault t06:c02 - watchdog fault: periodic task overlap. task scheduled finished executing.,periodic task overlap. task scheduled finished executing.
395,"make changes such as simplify programs, lengthen the period, raise the relative priority, or slow the triggering event.",Allen Bradely,Studio 5000 Logix Designer,minor fault t06:c03 - watchdog fault: event task overlap. task triggered finished executing.,event task overlap. task triggered finished executing.
396,"1. try again to store the project to nonvolatile memory.
2. if the project fails to store to nonvolatile memory, replace the memory card. if you are using a 1756-l7x controller, verify that the sd card is unlocked.",Allen Bradely,Studio 5000 Logix Designer,major fault t07:c40 - nonvolatile fault: store nonvolatile memory failed.,store nonvolatile memory failed.
397,change to a controller of the correct type or download the project and store it on the memory card.,Allen Bradely,Studio 5000 Logix Designer,major fault t07:c41 - nonvolatile fault: load nonvolatile memory failed due controller type mismatch.,load nonvolatile memory failed due controller type mismatch.
398,update the controller firmware to the same revision level as the project that is in nonvolatile memory.,Allen Bradely,Studio 5000 Logix Designer,major fault t07:c42 - nonvolatile fault: load nonvolatile memory failed due controller revision mismatch.,load nonvolatile memory failed firmware revision project nonvolatile memory match firmware revision controller.
399,contact rockwell automation support.,Allen Bradely,Studio 5000 Logix Designer,major fault t07:c43 - nonvolatile fault: load nonvolatile memory failed due bad checksum.,load nonvolatile memory failed due bad checksum.
400,contact rockwell automation support.,Allen Bradely,Studio 5000 Logix Designer,major fault t07:c44 - nonvolatile fault: failed restore processor memory.,failed restore controller memory.
401,clear the fault.,Allen Bradely,Studio 5000 Logix Designer,minor fault t07:c49 - nonvolatile fault: controller loaded nonvolatile memory.,"controller load project nonvolatile memory, log minor fault set faultlog object, minorfaultbits attribute, bit 7."
402,clear the fault and power cycle the controller.,Allen Bradely,Studio 5000 Logix Designer,major fault t07:c50 - nonvolatile fault: security certificate invalid.,"log file certificate cannot verified. controller start up, attempt verify log file key/certificate combination. depending verification, controller take one following actions: • controller verifies existing log file certificate, controller continues existing log directory. • existing certificate cannot verified, controller log major fault attempt create new certificate. • controller successfully creates certificate, creates backup log subdirectory, move existing file directory, continues logging signing new verification key log file certificate. • controller cannot create certificate, controller writes log entry existing log directory, update signature file directory."
403,wait for the download to complete and clear the fault.,Allen Bradely,Studio 5000 Logix Designer,major fault t8:c1 - mode change fault: mode change inhibited due download progress.,attempted place controller run mode keyswitch download.
404,contact rockwell automation technical support.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c00 - serial port fault: unknown error servicing serial port.,unknown error servicing serial port.
405,disconnect and reconnect the serial port cable to the controller. make sure that the cable is wired correctly.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c01 - serial port fault: problem hardware control lines.,ct line correct current configuration.
406,"check for the following errors in the poll list.
- total number of stations is greater than the space in the poll list tag.
- total number of stations is greater than 255.
- current station pointer is greater than the end of the poll list tag.
- a station number greater than 254 was encountered.",Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c02 - serial port fault: content poll list tag incorrect.,"poll list error. fault detected df1 master’s poll list, specifying station size file, specifying 255 stations, trying index past end list, polling broadcast address (stn #255)."
407,specify a tag to be used for the active station tag in the system protocol tab of the controller properties.,Allen Bradely,Studio 5000 Logix Designer,minor fault t09:c03 - serial port fault: master protocol missing active station file.,rs-232 dfi master active station tag unspecified.
